protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,attributes,attribute_p1,attribute_p2
samplewt_10148,53,samplewt_23299,2764,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_24124,2946,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10148,53,samplewt_24630,3067,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_25204,3196,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_26781,3526,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10148,53,samplewt_26801,3532,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_26882,3543,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_2714,3587,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_2871,3908,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_29548,4102,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_30114,4212,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_31881,4603,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_32233,4671,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_32699,4773,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_4719,5193,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_5067,5271,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_10148,53,samplewt_5919,5456,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10148,53,samplewt_5996,5469,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_7305,5753,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_8130,5936,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_8888,6094,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_8889,6095,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10148,53,samplewt_8970,6100,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10148,53,samplewt_9605,6212,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10155,58,samplewt_1609,1286,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10155,58,samplewt_24868,3131,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10155,58,samplewt_26797,3531,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10155,58,samplewt_30593,4332,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10155,58,samplewt_3206,4637,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10155,58,samplewt_32261,4680,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10155,58,samplewt_5675,5381,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10155,58,samplewt_8793,6077,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10155,58,samplewt_9724,6237,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_10238,70,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_11449,295,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_11612,338,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_14336,922,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10178,60,samplewt_15645,1193,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_15714,1224,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_16087,1283,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_16134,1297,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_16642,1383,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_16693,1400,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_17734,1657,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10178,60,samplewt_17799,1675,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_17822,1676,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_18825,1860,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_19297,1961,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_19796,2070,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_20301,2176,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10178,60,samplewt_20303,2177,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_20899,2322,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_21320,2398,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_21495,2435,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_21878,2493,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10178,60,samplewt_23238,2752,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_24914,3141,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10178,60,samplewt_25705,3302,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_27063,3572,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10178,60,samplewt_28449,3834,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_29293,4049,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_29466,4080,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_29998,4195,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_31829,4591,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10178,60,samplewt_31834,4593,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_31895,4606,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10178,60,samplewt_31906,4607,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_32176,4666,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10178,60,samplewt_414,5041,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_4405,5121,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_4945,5244,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_5453,5334,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_7146,5706,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_7167,5715,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_7564,5804,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_7975,5895,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_8367,5978,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10178,60,samplewt_9996,6297,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10201,61,samplewt_6202,5510,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10215,62,samplewt_11160,249,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_10215,62,samplewt_11760,355,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_11936,390,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_12135,439,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_12784,585,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_12908,623,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_13152,667,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_13629,768,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_14632,993,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_10215,62,samplewt_15327,1128,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_15399,1149,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_15649,1196,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_16298,1322,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_17440,1585,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_19837,2082,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_10215,62,samplewt_20595,2243,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_21320,2398,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_22350,2599,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_10215,62,samplewt_237,2844,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_24630,3067,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_25096,3170,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_25136,3177,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_2526,3205,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_10215,62,samplewt_25466,3247,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_26267,3424,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_10215,62,samplewt_26882,3543,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_28575,3869,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_28970,3965,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_10215,62,samplewt_29548,4102,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_30076,4206,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_31722,4570,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_32173,4663,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_10215,62,samplewt_32260,4679,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_32571,4745,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_4278,5072,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_10215,62,samplewt_4719,5193,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_7166,5714,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_9036,6114,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10215,62,samplewt_9605,6212,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_10230,65,samplewt_12851,607,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_10230,65,samplewt_13585,755,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_14180,891,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_14304,913,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_10230,65,samplewt_1478,1019,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_14883,1042,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_16260,1318,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_16744,1413,,"['NONE', 'NIGHT', 'DAY']",NIGHT,DAY
samplewt_10230,65,samplewt_17388,1566,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_10230,65,samplewt_19576,2035,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_19699,2050,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_10230,65,samplewt_20783,2286,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_10230,65,samplewt_21142,2359,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_21349,2410,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_23214,2743,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_23221,2747,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_10230,65,samplewt_24285,2992,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_10230,65,samplewt_25156,3183,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_25704,3301,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_25744,3306,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_25797,3324,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_27124,3584,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_10230,65,samplewt_27354,3618,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_27648,3679,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_28878,3944,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_28918,3955,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_2906,3986,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_29377,4065,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_30729,4360,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_31152,4453,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_10230,65,samplewt_31379,4497,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_32980,4836,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_3428,4894,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_447,5143,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_4766,5209,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_5770,5407,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_5830,5423,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_6671,5599,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_6763,5612,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_7324,5759,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10230,65,samplewt_9344,6169,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_10235,68,samplewt_10886,200,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10235,68,samplewt_13528,745,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10235,68,samplewt_14648,995,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10235,68,samplewt_21352,2413,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10235,68,samplewt_22501,2625,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10235,68,samplewt_22913,2694,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10235,68,samplewt_23996,2922,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10235,68,samplewt_24570,3051,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10235,68,samplewt_24774,3102,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10235,68,samplewt_29579,4109,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10235,68,samplewt_30454,4305,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10235,68,samplewt_31932,4616,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10235,68,samplewt_4386,5111,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10235,68,samplewt_5003,5255,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10235,68,samplewt_5711,5390,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_10238,70,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_10278,76,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_10452,110,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_10518,123,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_10681,158,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_10820,189,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_11033,222,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_11277,264,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_11283,265,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_11315,270,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_11449,295,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_11570,323,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_11612,338,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_11647,345,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_11709,350,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_11743,353,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_11914,388,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_12135,439,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_12146,442,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_12228,462,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_12358,494,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_12439,516,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_12497,532,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_12775,582,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_12831,597,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_13058,646,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_13099,653,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_13283,691,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_13374,704,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_13435,717,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_13457,720,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_13516,741,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_10238,70,samplewt_13597,759,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_13629,768,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_13751,791,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_13866,823,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_14043,870,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_14180,891,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_14248,901,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_14277,907,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_14336,922,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_14399,939,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_14433,948,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_14614,989,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_14821,1031,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_15007,1062,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_15080,1072,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_15221,1104,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_15327,1128,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_15331,1130,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_1554,1177,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_15645,1193,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_15662,1204,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_157,1219,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_15714,1224,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_15889,1258,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_15980,1269,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16087,1283,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16134,1297,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16242,1313,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16260,1318,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16298,1322,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16418,1343,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_16490,1356,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16514,1362,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16575,1369,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_16579,1373,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16642,1383,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16693,1400,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16705,1405,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_16915,1453,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_17206,1524,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_17222,1529,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_1727,1539,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_17366,1559,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_17462,1593,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_17571,1611,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_17613,1618,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_17614,1619,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_17615,1620,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_17822,1676,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_17845,1682,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_1796,1695,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_17998,1709,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_18004,1712,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_18215,1741,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_10238,70,samplewt_18262,1750,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_18281,1755,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_18425,1784,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_1843,1788,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_18561,1809,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_1879,1850,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_18809,1856,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_10238,70,samplewt_1881,1857,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_18825,1860,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_18855,1869,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_10238,70,samplewt_18936,1877,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
