protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,attributes,attribute_p1,attribute_p2
samplewt_19699,2050,samplewt_29973,4189,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_30048,4203,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_30310,4266,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_30374,4286,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_19699,2050,samplewt_30729,4360,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_31152,4453,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_19699,2050,samplewt_31379,4497,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_32083,4644,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_3210,4647,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_32798,4794,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_32904,4815,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_32980,4836,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_33031,4841,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_3401,4884,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_19699,2050,samplewt_3428,4894,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_346,4905,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_19699,2050,samplewt_3892,4989,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_19699,2050,samplewt_4152,5045,,"['NONE', 'NIGHT', 'DAY']",NIGHT,DAY
samplewt_19699,2050,samplewt_4215,5058,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_4309,5078,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_19699,2050,samplewt_4407,5123,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_19699,2050,samplewt_447,5143,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_4766,5209,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_5770,5407,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_5830,5423,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_5943,5460,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_19699,2050,samplewt_6671,5599,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_6689,5603,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_6763,5612,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_7118,5695,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_7136,5699,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_7152,5708,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_7324,5759,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_7863,5862,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_8061,5918,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_8411,5990,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_868,6054,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_8757,6068,,"['NONE', 'NIGHT', 'DAY']",NIGHT,DAY
samplewt_19699,2050,samplewt_9344,6169,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_9373,6176,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_9838,6274,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19699,2050,samplewt_9861,6275,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19751,2061,samplewt_20440,2206,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19751,2061,samplewt_29507,4092,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_19751,2061,samplewt_3313,4868,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_19751,2061,samplewt_6511,5570,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19751,2061,samplewt_7522,5793,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19751,2061,samplewt_8637,6044,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19771,2064,samplewt_30954,4404,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19771,2064,samplewt_8619,6037,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_19970,2110,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_21013,2340,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_23370,2780,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19782,2067,samplewt_24176,2952,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_24269,2984,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_26558,3480,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_28437,3832,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_28957,3962,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_3037,4284,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_31439,4511,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_31579,4550,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_3619,4943,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_3993,5011,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_407,5025,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_4160,5047,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_4385,5110,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_6960,5673,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_7195,5723,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_7488,5786,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_8198,5946,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_8849,6086,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19782,2067,samplewt_9752,6246,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19819,2080,samplewt_25575,3275,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_19837,2082,samplewt_21320,2398,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19837,2082,samplewt_26214,3406,,"['NONE', 'NIGHT', 'DAY']",NIGHT,DAY
samplewt_19837,2082,samplewt_28575,3869,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19861,2087,samplewt_21757,2474,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19861,2087,samplewt_31537,4537,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19861,2087,samplewt_31930,4615,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19861,2087,samplewt_3309,4857,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19861,2087,samplewt_5434,5328,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19861,2087,samplewt_7416,5769,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19861,2087,samplewt_7476,5780,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19884,2091,samplewt_6202,5510,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19885,2092,samplewt_23360,2778,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19885,2092,samplewt_23762,2860,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19885,2092,samplewt_350,4915,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_20865,2312,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_22333,2592,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_22524,2633,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_25039,3160,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19954,2103,samplewt_26021,3369,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19954,2103,samplewt_2714,3587,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_27154,3590,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_28547,3864,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_28714,3910,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_30114,4212,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_30377,4288,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_32366,4710,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_32699,4773,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_3516,4918,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_4803,5216,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_6856,5635,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_7053,5685,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_715,5707,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_7194,5722,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_8097,5927,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_8623,6040,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19954,2103,samplewt_9231,6149,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19955,2104,samplewt_2231,2586,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19955,2104,samplewt_28914,3954,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19955,2104,samplewt_30933,4399,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19959,2105,samplewt_20129,2134,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19959,2105,samplewt_22585,2645,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19959,2105,samplewt_23681,2837,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19959,2105,samplewt_23858,2881,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19959,2105,samplewt_25344,3220,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19959,2105,samplewt_26141,3393,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19959,2105,samplewt_4957,5250,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19959,2105,samplewt_5682,5385,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19959,2105,samplewt_5949,5462,,"['NONE', 'NIGHT', 'DAY']",NIGHT,DAY
samplewt_19959,2105,samplewt_9930,6281,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19970,2110,samplewt_2132,2397,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_23695,2839,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_24077,2934,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_24272,2987,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19970,2110,samplewt_24828,3117,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_28409,3820,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_28957,3962,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_298,4151,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_3037,4284,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_3243,4724,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_32509,4738,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_3993,5011,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_4385,5110,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_5107,5281,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_5353,5311,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_5501,5343,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_5642,5374,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_5673,5379,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_6590,5582,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_6759,5611,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_7195,5723,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_7238,5737,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_8439,5997,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19970,2110,samplewt_8849,6086,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19976,2112,samplewt_20303,2177,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19976,2112,samplewt_20899,2322,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19976,2112,samplewt_21495,2435,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19976,2112,samplewt_23711,2850,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19976,2112,samplewt_25246,3203,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19976,2112,samplewt_29998,4195,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19976,2112,samplewt_32176,4666,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_19976,2112,samplewt_414,5041,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19976,2112,samplewt_8367,5978,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19976,2112,samplewt_9996,6297,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_19977,2113,samplewt_19995,2115,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_20234,2165,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_20595,2243,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_20783,2286,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19977,2113,samplewt_2103,2343,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_21165,2369,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_21529,2442,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_21606,2452,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_2167,2462,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_22064,2533,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_23731,2854,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_24630,3067,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_2526,3205,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19977,2113,samplewt_25764,3316,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_25797,3324,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_26781,3526,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19977,2113,samplewt_26882,3543,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_27634,3675,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_27990,3746,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19977,2113,samplewt_28434,3829,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_2910,4004,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_29124,4008,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_29548,4102,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_30934,4400,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_31911,4610,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19977,2113,samplewt_32173,4663,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19977,2113,samplewt_32260,4679,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_33096,4859,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_4719,5193,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_5392,5316,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19977,2113,samplewt_5537,5354,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_5553,5359,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_7200,5726,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_7479,5783,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_8970,6100,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19977,2113,samplewt_9232,6150,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_9344,6169,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_9409,6181,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19977,2113,samplewt_9605,6212,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19978,2114,samplewt_21757,2474,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19978,2114,samplewt_31537,4537,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19978,2114,samplewt_31930,4615,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19978,2114,samplewt_3309,4857,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19978,2114,samplewt_5434,5328,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19978,2114,samplewt_7416,5769,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19978,2114,samplewt_7476,5780,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_20188,2150,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_20832,2303,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_2103,2343,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_21165,2369,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_21606,2452,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_2167,2462,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_22001,2523,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_23731,2854,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_25607,3286,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19995,2115,samplewt_27634,3675,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_27990,3746,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19995,2115,samplewt_29081,4000,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19995,2115,samplewt_31911,4610,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19995,2115,samplewt_32535,4740,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_33096,4859,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_5392,5316,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_19995,2115,samplewt_5553,5359,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_5996,5469,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_6432,5552,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_19995,2115,samplewt_9409,6181,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_200,2117,samplewt_26248,3415,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_200,2117,samplewt_28456,3839,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_200,2117,samplewt_31752,4579,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_200,2117,samplewt_4103,5029,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_200,2117,samplewt_5423,5322,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_200,2117,samplewt_9031,6113,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_200,2117,samplewt_9333,6163,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20004,2118,samplewt_2519,3192,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20004,2118,samplewt_2527,3210,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20004,2118,samplewt_25928,3354,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20004,2118,samplewt_25974,3364,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20004,2118,samplewt_27139,3586,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20004,2118,samplewt_5250,5295,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20032,2123,samplewt_2215,2555,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20032,2123,samplewt_2725,3602,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20032,2123,samplewt_28449,3834,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20032,2123,samplewt_9107,6124,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_20106,2133,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_2215,2555,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20033,2124,samplewt_22922,2700,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_24834,3121,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_2492,3143,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_2725,3602,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_28311,3806,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_28449,3834,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_28580,3872,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_29061,3988,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_32177,4667,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_32262,4681,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_3262,4751,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_33095,4858,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20033,2124,samplewt_4348,5091,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20033,2124,samplewt_4777,5211,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_4898,5235,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_6834,5631,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_8332,5967,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_8516,6008,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20033,2124,samplewt_9107,6124,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20096,2131,samplewt_20865,2312,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20096,2131,samplewt_21146,2362,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20096,2131,samplewt_24366,3006,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20096,2131,samplewt_24598,3059,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
